user_id,book_id,rating
14,56,2.5
14,74,3.0
14,36,2.7
14,45,2.8
14,25,2.6
14,58,3.1
14,30,2.1
14,35,2.7
14,65,2.1
14,81,3.1
14,1,2.9
14,79,2.9
14,34,2.8
14,19,2.9
14,52,3.1
14,6,3.0
14,28,3.1
14,50,2.3
14,15,2.5
15,50,2.1
15,12,3.0
15,61,3.5
15,48,2.8
15,22,3.1
15,78,2.7
15,58,2.9
15,11,3.6
15,6,3.6
16,36,3.8
16,77,3.6
16,5,2.4
16,57,3.3
16,55,3.1
16,39,3.3
16,68,2.7
16,51,3.5
16,80,3.1
16,38,3.6
16,75,2.6
16,32,2.6
16,59,3.2
16,69,2.9
16,49,2.2
16,65,3.2
16,35,2.8
16,21,3.0
16,22,3.3
16,70,2.7
17,60,3.1
17,74,3.4
17,9,2.6
17,4,3.0
17,16,2.5
17,22,3.4
17,43,2.9
17,19,3.2
17,32,2.4
17,44,3.3
17,41,3.0
17,49,2.3
17,61,3.1
17,24,2.9
17,66,3.4
17,64,2.7
17,36,2.3
17,56,2.8
17,68,3.0
17,38,2.9
17,18,3.1
17,58,3.1
17,55,2.8
18,61,3.2
18,73,3.2
18,39,3.6
18,63,3.2
18,46,2.6
18,70,3.3
18,78,3.1
18,65,3.0
18,6,2.2
18,81,2.7
18,59,2.6
18,14,3.3
18,5,3.1
18,31,3.3
18,25,4.0
18,44,2.9
18,66,2.9
18,23,4.0
18,42,3.1
18,7,3.0
18,10,2.9
18,27,2.3
18,20,2.7
18,8,2.2
18,62,3.4
18,18,3.1
19,48,2.6
19,1,3.5
19,36,2.7
19,11,3.2
19,45,2.5
19,8,2.4
19,59,3.6
19,2,3.5
19,58,2.4
19,19,2.8
19,23,2.3
19,37,3.5
19,4,2.2
19,49,3.3
19,64,2.9
19,26,3.1
20,46,3.0
20,19,2.9
20,53,2.9
20,67,3.9
20,54,2.4
20,33,3.2
20,70,3.7
20,25,2.8
20,5,3.0
20,76,3.4
20,9,3.0
20,7,3.1
20,30,3.0
20,8,2.8
20,50,3.0
20,37,3.3
20,80,3.3
20,40,2.7
20,51,3.3
20,59,3.0
20,32,3.2
20,44,2.7
20,55,2.3
20,66,3.1
21,27,3.2
21,60,2.9
21,15,2.9
21,81,3.3
21,62,3.2
21,28,2.7
21,43,2.5
21,59,3.6
21,26,4.5
21,8,3.0
21,66,2.5
21,4,3.4
21,40,2.5
21,10,2.7
22,44,4.4
22,67,3.2
22,3,2.7
22,71,3.4
22,31,3.4
22,48,2.8
22,70,3.2
22,65,2.9
22,19,3.3
22,7,2.5
22,39,2.5
22,38,3.4
22,13,2.6
22,24,3.4
22,76,3.6
22,14,3.8
22,56,2.9
22,16,3.5
22,50,2.6
22,59,3.6
23,18,2.3
23,32,3.2
23,74,1.9
23,49,3.2
23,6,3.0
23,54,2.2
23,4,3.2
23,70,2.7
23,69,2.7
23,45,3.3
23,26,3.2
23,56,2.3
23,16,2.7
23,50,3.4
23,46,3.2
23,23,2.8
23,21,2.8
23,30,3.1
23,29,3.5
23,5,2.7
23,41,4.0
23,2,3.6
23,9,2.9
23,80,2.9
24,13,3.8
24,30,3.1
24,48,2.9
24,25,2.7
24,79,2.4
24,38,2.5
24,7,3.2
24,47,2.8
24,29,2.5
24,40,2.4
24,26,3.4
24,23,3.0
24,44,3.1
24,54,2.7
24,19,3.0
24,52,3.2
24,3,2.7
24,1,2.6
24,5,3.0
25,25,3.3
25,20,3.0
25,47,2.9
25,69,2.5
25,65,3.7
25,40,2.6
25,37,2.8
25,66,2.4
25,80,3.2
25,41,2.5
25,31,2.3
25,57,3.0
26,42,3.1
26,46,2.7
26,20,3.4
26,38,3.0
26,45,3.3
26,4,2.5
26,77,3.7
26,29,2.2
26,34,2.6
26,1,3.2
26,23,2.9
27,38,3.1
27,11,2.4
27,34,3.2
27,55,3.2
27,3,3.3
27,21,3.3
27,52,2.5
27,73,3.2
27,45,2.6
27,19,3.5
27,17,2.7
28,18,3.1
28,27,3.7
28,33,2.8
28,79,2.3
28,22,3.1
28,32,2.8
28,59,2.9
28,11,3.3
28,2,3.5
28,7,3.4
28,68,3.6
28,41,2.4
28,72,3.1
28,8,4.3
28,14,2.7
28,34,3.9
28,81,2.8
28,1,2.9
28,61,3.7
28,80,2.9
28,36,2.7
28,51,3.2
28,71,3.2
28,29,3.3
29,43,2.9
29,18,2.8
29,12,2.3
29,13,3.3
29,28,2.7
29,14,2.8
29,37,3.0
29,74,3.5
29,42,3.5
29,57,3.0
29,16,2.4
29,79,3.1
29,65,3.8
29,30,3.5
29,72,3.1
29,56,2.2
29,67,3.2
29,35,3.5
29,58,2.8
29,25,2.8
29,68,2.3
30,40,2.8
30,26,3.0
30,49,2.7
30,47,3.2
30,56,2.3
30,7,4.4
30,46,3.3
30,60,2.5
30,19,2.8
31,10,2.3
31,53,2.8
31,11,2.9
31,9,3.0
31,3,2.4
31,64,2.6
31,16,3.5
31,41,2.9
31,56,3.8
32,49,3.1
32,51,2.1
32,41,2.8
32,3,3.3
32,21,2.9
32,34,3.1
32,35,3.1
32,31,2.2
32,23,3.0
32,71,2.9
32,61,3.1
32,47,3.0
32,37,3.5
32,39,2.8
33,68,3.6
33,56,3.7
33,49,3.4
33,22,2.7
33,39,2.0
33,55,3.0
33,25,3.5
33,29,2.8
33,35,2.7
33,28,3.2
33,1,3.3
33,34,3.0
33,10,2.5
33,30,3.3
33,31,3.2
33,40,3.0
33,77,2.7
33,61,2.7
34,64,3.2
34,1,3.4
34,25,2.7
34,70,3.7
34,58,2.9
34,77,2.7
34,28,2.6
34,19,2.8
34,72,3.2
34,50,2.6
34,38,2.8
34,3,3.3
34,69,3.5
34,46,2.9
34,66,2.4
34,16,3.3
34,75,2.4
34,5,3.5
34,43,3.3
34,80,3.3
34,49,3.1
34,71,3.1
34,65,2.7
34,27,2.4
34,59,2.7
34,12,2.2
35,68,2.7
35,75,3.1
35,52,3.6
35,19,3.3
35,36,3.0
35,23,2.6
35,42,2.7
35,29,2.5
35,45,2.7
35,17,3.3
35,4,2.9
35,72,3.5
35,39,2.6
35,57,2.3
35,63,2.4
35,41,3.2
35,7,2.7
35,38,2.5
35,35,3.2
35,40,2.8
35,25,3.7
36,45,3.2
36,37,2.7
36,2,2.7
36,52,2.9
36,44,2.8
36,14,2.7
36,20,2.8
36,18,2.9
36,61,2.8
36,67,2.7
37,10,3.0
37,38,3.1
37,13,3.2
37,48,3.1
37,41,2.8
37,18,2.6
37,21,2.7
37,12,2.6
37,14,2.9
37,79,2.6
37,58,3.0
37,33,3.6
37,40,3.0
37,81,3.4
37,9,2.9
37,43,3.3
37,73,3.0
37,59,3.0
37,2,2.7
37,35,2.8
37,25,3.7
37,32,2.6
37,4,2.8
37,34,3.2
38,68,3.2
38,67,2.8
38,2,2.5
38,74,2.5
38,43,2.6
38,79,2.9
38,72,2.7
38,26,2.9
38,29,3.5
38,18,2.9
38,47,3.4
38,63,3.4
38,22,2.1
38,13,3.4
38,76,2.8
38,64,2.8
38,42,3.4
38,19,3.4
38,25,3.1
38,57,2.8
38,77,2.1
38,53,3.0
38,16,2.2
38,50,3.0
38,12,2.6
38,40,2.9
39,63,3.1
39,13,3.2
39,40,2.9
39,44,3.3
39,49,3.3
39,30,2.6
39,68,3.3
39,10,3.1
39,64,2.9
39,42,2.5
39,11,2.9
39,3,3.5
39,38,2.8
39,78,3.2
39,50,3.2
39,15,3.0
39,32,3.2
39,18,3.5
39,35,2.8
39,39,2.6
39,28,2.8
39,5,2.9
39,1,2.4
39,7,2.6
39,80,3.3
40,61,2.4
40,74,3.1
40,53,2.9
40,46,2.7
40,72,2.7
40,13,2.5
40,66,3.1
40,6,3.4
40,7,2.9
40,26,3.0
40,29,2.9
40,80,3.1
40,81,3.0
40,20,3.0
40,41,2.5
40,45,3.1
40,58,3.7
40,39,2.9
40,33,2.7
40,9,2.4
41,54,2.7
41,20,4.1
41,14,2.3
41,50,2.8
41,64,3.1
41,29,2.9
41,47,3.2
41,18,2.9
41,25,2.7
41,53,2.7
41,57,3.1
41,51,3.0
41,36,2.5
41,42,2.8
41,6,3.1
41,71,2.4
41,65,3.1
41,38,2.7
41,63,2.7
41,22,3.8
41,48,3.4
41,17,3.7
41,55,2.2
41,9,3.1
42,62,2.9
42,37,3.1
42,65,2.4
42,36,2.8
42,6,2.6
42,12,3.2
42,13,2.5
42,15,2.8
42,38,3.2
42,58,2.9
42,2,3.6
42,46,3.1
42,49,3.2
42,25,2.9
42,1,2.4
42,69,2.7
42,5,3.6
42,22,2.5
42,75,2.3
42,7,2.9
42,31,2.2
42,76,3.0
43,37,3.0
43,13,2.7
43,12,3.0
43,60,3.1
43,62,2.5
43,27,3.8
43,72,4.1
43,58,3.3
43,80,3.0
43,31,2.5
43,29,2.5
43,63,1.7
44,43,3.4
44,68,3.4
44,5,3.4
44,54,2.9
44,65,3.5
44,49,4.2
44,41,2.7
44,22,2.4
44,25,3.7
44,46,3.4
44,81,3.4
44,74,3.7
44,6,2.6
44,73,2.9
44,60,3.6
44,26,3.2
44,58,3.3
45,41,3.3
45,10,3.1
45,74,2.2
45,24,3.3
45,80,3.0
45,15,3.2
45,63,2.8
45,38,3.1
45,37,2.8
45,78,2.1
45,60,3.0
45,35,2.9
45,58,3.0
45,21,2.6
45,70,3.4
45,39,2.4
45,55,3.0
45,3,3.1
45,33,2.9
45,48,2.8
45,65,2.8
45,13,3.1
45,17,2.6
45,76,3.0
45,14,2.8
46,19,2.8
46,28,2.5
46,80,2.8
46,50,3.2
46,37,2.5
46,17,2.7
46,1,3.9
46,44,3.1
46,57,3.0
46,26,4.1
46,65,3.5
46,72,2.8
46,78,2.3
46,36,2.5
46,79,2.6
46,47,3.6
46,7,2.8
46,15,2.7
46,71,2.4
46,51,3.1
46,9,3.2
47,22,3.1
47,9,3.8
47,21,3.0
47,11,2.2
47,67,2.8
47,53,3.3
47,2,2.8
47,43,3.0
47,37,2.7
47,35,3.2
48,71,2.7
48,49,3.5
48,63,2.6
48,24,2.7
48,40,2.8
48,27,3.0
48,43,2.8
48,56,2.5
48,6,2.8
48,14,3.1
48,8,3.4
48,5,2.6
48,25,2.4
48,45,2.6
48,21,3.0
48,26,3.4
48,60,3.3
48,78,2.0
48,75,2.7
48,69,2.1
48,41,2.7
48,47,3.1
48,54,3.2
48,37,2.4
48,4,2.9
48,28,2.9
48,32,2.2
49,34,3.8
49,80,2.4
49,32,2.7
49,41,3.1
49,27,2.7
49,29,3.4
49,76,3.6
49,31,3.0
49,15,2.7
49,79,2.8
49,44,2.7
49,1,3.2
49,33,2.6
49,42,3.1
49,52,2.6
49,56,2.9
49,24,2.9
50,67,3.5
50,61,3.8
50,27,2.5
50,49,2.9
50,19,2.7
50,59,3.9
50,47,2.7
50,80,3.4
50,60,2.8
50,77,2.6
50,69,3.0
50,78,2.3
50,8,2.9
50,18,3.3
51,2,2.8
51,56,2.7
51,10,3.6
51,38,3.2
51,5,3.2
51,8,2.6
51,62,2.5
51,15,2.7
51,47,2.9
51,25,2.9
51,66,2.8
51,64,2.2
51,41,3.0
51,40,3.3
51,17,3.8
51,73,1.9
51,24,3.0
51,78,3.2
51,71,2.7
51,57,2.7
51,37,2.9
51,28,3.3
51,75,2.8
51,49,4.2
51,45,3.1
52,49,3.2
52,39,2.6
52,79,3.1
52,20,2.2
52,63,1.9
52,8,3.1
52,30,3.5
52,3,3.3
52,1,3.2
52,69,2.8
52,60,2.8
52,6,2.6
52,32,3.4
52,29,3.4
52,43,2.7
52,24,2.3
52,28,3.4
52,47,2.7
52,78,3.3
52,23,3.3
52,76,2.6
52,46,2.4
52,74,3.1
52,34,3.5
53,8,2.8
53,29,2.8
53,69,3.4
53,36,3.0
53,2,3.2
53,80,3.2
53,23,2.8
53,10,3.0
53,67,3.4
53,25,2.8
53,46,2.4
53,63,3.1
54,39,3.2
54,81,3.5
54,23,3.5
54,14,2.5
54,3,2.9
54,11,3.4
54,40,3.4
54,29,4.1
54,77,3.7
54,41,3.1
54,52,2.9
54,22,2.9
54,73,3.2
54,37,3.1
54,54,3.2
54,45,3.0
54,2,3.1
54,30,3.6
54,50,2.7
54,16,3.2
54,7,3.1
54,38,3.5
54,20,3.3
54,69,2.6
54,64,3.7
54,66,3.0
55,70,2.9
55,10,2.4
55,69,2.7
55,22,3.1
55,48,2.3
55,17,2.3
55,54,2.1
55,47,2.7
55,21,2.8
55,32,2.1
55,72,2.5
56,24,3.3
56,10,3.0
56,79,3.6
56,11,3.7
56,28,3.1
56,17,2.7
56,61,2.5
56,60,2.8
56,19,2.8
56,9,3.3
56,37,3.2
56,49,2.7
56,52,3.3
57,44,2.2
57,80,3.6
57,25,3.7
57,43,2.6
57,57,3.4
57,59,2.6
57,5,3.4
57,63,3.8
57,2,2.5
57,53,3.7
57,12,2.9
57,47,3.4
57,75,3.4
57,26,3.1
57,61,2.8
57,42,2.7
57,4,2.9
57,22,2.7
58,19,3.6
58,57,4.3
58,53,2.2
58,40,3.2
58,60,2.9
58,59,2.8
58,3,2.9
58,20,3.4
58,39,3.3
58,63,3.3
58,7,3.2
58,30,3.4
59,57,3.3
59,79,2.6
59,30,2.9
59,8,2.5
59,70,3.2
59,34,2.9
59,48,2.9
59,29,3.3
59,71,3.1
59,61,2.5
60,36,3.0
60,79,2.9
60,22,3.1
60,34,2.8
60,49,2.6
60,60,3.3
60,46,3.1
60,48,3.0
60,29,2.7
60,10,3.1
60,9,4.0
60,69,3.5
60,14,3.2
60,4,2.3
60,76,2.9
60,5,3.1
60,8,2.8
60,59,2.8
60,30,2.8
61,33,3.1
61,36,3.2
61,41,3.2
61,18,3.4
61,81,3.4
61,19,3.6
61,53,2.9
61,54,3.8
61,65,3.3
61,25,3.0
62,41,2.9
62,23,3.5
62,32,2.8
62,60,3.3
62,18,2.7
62,65,2.1
62,53,2.9
62,74,3.1
62,31,3.4
62,43,3.4
62,64,3.1
62,45,3.2
62,25,3.3
62,9,2.8
62,46,3.0
62,77,3.7
62,63,3.1
62,24,3.0
62,57,2.7
62,13,3.2
62,3,2.3
62,15,3.2
62,11,3.6
62,73,2.5
62,52,2.9
62,29,3.0
63,46,3.8
63,19,3.0
63,21,3.2
63,5,2.4
63,45,2.8
63,9,3.0
63,28,2.4
63,43,3.1
63,67,4.0
63,1,3.3
63,64,2.6
63,59,3.2
63,40,3.4
64,9,2.9
64,32,3.1
64,56,3.6
64,15,3.0
64,64,2.9
64,79,2.6
64,71,3.0
64,63,2.5
64,6,3.3
64,55,2.6
64,8,3.9
64,18,2.5
64,1,3.0
64,3,3.4
64,38,3.1
64,30,2.8
64,60,2.9
64,68,2.9
64,24,2.7
65,32,3.2
65,23,2.9
65,26,3.1
65,72,2.4
65,27,2.7
65,3,4.1
65,37,3.4
65,4,3.2
65,56,3.1
65,62,3.1
65,65,3.2
65,35,2.9
65,29,3.0
65,48,3.3
65,58,3.1
65,20,2.5
65,24,2.3
65,42,3.1
65,7,2.9
65,45,2.4
65,75,3.2
65,74,3.0
65,16,2.9
65,18,2.2
65,11,3.0
65,80,3.4
65,13,2.9
66,4,3.3
66,26,2.4
66,28,2.2
66,39,3.3
66,56,2.9
66,48,3.6
66,15,3.2
66,2,2.6
66,59,2.4
66,50,2.8
66,72,2.8
66,80,2.8
66,22,2.8
66,57,3.0
66,3,3.3
66,55,2.8
66,63,3.6
66,7,2.8
66,40,3.5
67,71,3.0
67,69,3.5
67,80,2.8
67,17,2.6
67,22,2.6
67,51,3.3
67,27,3.3
67,3,2.3
67,49,2.6
67,23,3.3
67,32,2.8
67,1,2.8
67,14,2.8
67,24,3.1
67,57,3.0
67,28,2.7
67,60,3.0
67,39,2.2
67,6,3.0
67,35,2.2
67,47,3.1
67,58,2.6
67,81,3.2
67,63,3.7
68,73,3.1
68,20,2.5
68,78,2.5
68,37,3.0
68,52,2.7
68,34,3.0
68,66,2.5
68,53,2.7
68,24,2.6
68,29,2.9
68,72,3.1
68,43,2.8
68,75,2.8
68,48,2.6
68,76,3.2
69,48,2.7
69,19,2.9
69,62,3.0
69,7,2.5
69,4,3.9
69,77,3.5
69,60,3.3
69,46,2.7
69,40,3.8
69,80,2.7
69,52,2.7
69,57,3.2
69,18,2.3
69,35,2.5
69,58,3.4
69,50,2.6
69,9,3.0
69,33,3.1
69,68,4.1
69,16,3.5
69,32,3.3
70,77,3.3
70,74,2.8
70,73,2.4
70,30,3.8
70,31,2.0
70,2,2.7
70,66,1.8
70,20,1.7
70,16,2.3
70,40,3.5
70,50,3.7
70,67,2.3
70,10,2.8
70,64,2.8
70,11,2.1
71,30,3.3
71,58,2.7
71,24,2.9
71,31,3.3
71,35,3.0
71,71,3.5
71,19,3.4
71,41,2.1
71,65,3.0
71,27,3.3
71,81,2.3
71,12,3.2
71,8,4.2
71,5,3.4
72,37,2.9
72,65,2.8
72,40,2.6
72,51,3.9
72,34,2.6
72,44,2.4
72,64,2.9
72,63,2.9
72,68,3.6
72,3,3.4
72,36,2.6
73,16,3.3
73,56,3.3
73,5,3.0
73,64,2.3
73,17,2.4
73,44,3.0
73,61,2.7
73,62,2.9
73,68,3.0
73,39,3.6
73,42,3.7
74,10,3.7
74,80,4.2
74,6,3.0
74,17,3.5
74,78,3.7
74,43,2.7
74,76,3.3
74,79,2.9
74,30,3.7
74,1,3.4
74,70,3.2
74,12,2.8
74,16,3.2
74,29,3.6
74,67,3.3
74,71,3.0
74,4,2.6
74,62,2.7
74,55,2.9
74,53,3.5
74,72,2.3
74,13,2.7
74,35,3.4
74,22,3.4
74,51,2.9
74,45,3.1
75,61,3.0
75,45,3.9
75,78,2.9
75,13,2.8
75,38,2.9
75,63,3.1
75,1,2.9
75,55,2.5
75,42,2.2
75,48,2.1
75,77,3.1
75,62,3.2
75,4,3.6
76,22,2.8
76,68,2.8
76,1,2.8
76,16,3.2
76,41,3.8
76,56,3.1
76,38,3.4
76,21,2.7
76,27,1.8
76,81,2.9
76,14,3.4
76,74,3.0
76,66,3.3
76,76,2.2
76,25,2.9
76,53,2.1
76,46,3.8
76,3,2.9
77,11,2.8
77,56,2.3
77,26,3.1
77,23,2.7
77,70,2.5
77,65,3.2
77,67,3.2
77,61,3.0
77,10,3.3
77,69,2.7
77,31,2.8
77,3,2.6
77,14,3.3
77,32,2.8
77,54,2.8
77,16,2.6
77,53,2.4
77,48,3.4
77,52,2.8
77,15,2.1
77,49,3.1
77,12,2.9
77,45,2.8
77,4,3.4
77,78,2.8
77,44,2.0
77,81,3.0
78,47,3.2
78,13,3.0
78,32,2.9
78,79,2.9
78,29,3.0
78,36,3.1
78,54,2.6
78,10,2.8
78,78,3.2
78,72,2.6
78,42,3.2
79,76,2.7
79,72,3.4
79,62,2.5
79,52,2.8
79,21,3.3
79,78,2.4
79,1,3.1
79,71,2.8
79,47,3.3
79,81,3.4
79,35,2.6
79,74,2.1
80,13,3.4
80,12,2.7
80,11,3.0
80,38,3.5
80,65,2.6
80,1,2.8
80,10,2.9
80,45,3.2
80,47,3.3
80,29,2.7
80,26,2.4
80,71,3.4
80,6,3.2
80,41,3.5
80,42,3.0
80,3,2.8
80,7,2.9
80,20,2.9
80,64,2.7
80,22,3.2
80,75,2.3
80,70,3.2
80,40,3.4
80,35,3.3
80,49,2.6
81,8,3.4
81,18,3.4
81,36,2.7
81,40,3.2
81,58,3.7
81,13,3.1
81,80,2.6
81,73,2.8
81,41,2.4
81,48,2.0
81,72,3.0
81,39,2.9
81,76,2.7
81,25,2.7
81,12,2.6
81,78,2.6
81,16,2.7
81,45,3.4
81,69,2.3
81,3,3.0
81,38,3.4
81,19,2.5
81,34,3.3
81,70,2.9
81,7,2.5
82,63,2.3
82,43,3.5
82,44,2.9
82,1,2.9
82,46,2.9
82,2,3.6
82,50,2.5
82,31,2.8
82,17,2.8
82,11,3.4
82,32,2.7
82,54,3.3
82,45,3.1
82,5,2.9
82,79,2.8
82,38,3.1
83,44,2.9
83,15,2.4
83,67,3.2
83,34,2.2
83,31,3.1
83,65,2.9
83,48,2.7
83,61,3.0
83,79,2.9
83,25,3.0
83,30,3.1
83,53,3.5
84,62,2.4
84,10,2.2
84,65,2.8
84,72,3.0
84,9,2.5
84,23,2.8
84,34,3.2
84,18,3.0
84,46,2.1
84,61,3.0
84,45,2.5
84,30,3.5
85,19,2.7
85,45,3.3
85,68,3.2
85,63,3.7
85,65,3.1
85,54,2.9
85,20,3.2
85,32,3.2
85,17,3.7
85,75,2.7
85,16,2.8
85,42,3.6
86,14,2.6
86,58,3.3
86,1,3.0
86,62,2.2
86,34,3.1
86,51,3.0
86,80,2.3
86,18,4.1
86,52,3.3
86,17,3.4
86,77,2.9
86,21,2.9
86,7,3.2
86,27,3.3
86,6,2.8
86,38,3.2
86,36,3.0
87,70,2.7
87,31,3.2
87,9,3.2
87,73,3.1
87,81,3.2
87,1,2.8
87,51,2.9
87,25,3.7
87,39,3.2
87,3,3.2
87,79,2.8
87,67,2.1
87,4,3.2
87,61,3.1
87,20,3.0
88,79,2.8
88,22,2.7
88,2,3.6
88,12,2.7
88,52,2.4
88,40,2.7
88,76,3.9
88,70,3.1
88,38,2.4
88,57,2.3
88,73,3.1
88,61,2.7
88,64,2.9
88,33,2.8
88,34,3.7
89,68,3.5
89,8,2.3
89,7,2.9
89,16,3.1
89,31,2.4
89,22,3.2
89,69,2.5
89,45,2.9
89,67,3.5
89,78,2.8
89,15,2.6
89,3,3.2
89,75,2.8
89,12,2.8
89,47,3.1
89,72,3.2
89,37,2.3
89,38,3.0
89,81,3.2
89,9,2.8
89,10,2.7
89,59,3.2
89,18,3.0
89,36,3.1
90,12,3.0
90,47,2.7
90,53,3.1
90,22,2.9
90,48,2.9
90,24,3.3
90,18,2.7
90,80,3.2
90,69,2.7
90,15,3.4
90,6,2.5
90,66,2.4
90,27,3.5
90,32,3.4
90,56,2.8
90,76,3.1
90,75,2.5
90,65,3.0
90,30,3.1
90,58,3.0
90,67,3.3
90,31,2.6
90,21,3.1
90,54,2.3
90,52,2.8
91,3,3.7
91,55,2.5
91,54,2.9
91,40,2.7
91,80,2.6
91,38,2.2
91,5,2.7
91,7,3.2
91,51,2.8
91,47,3.7
92,4,2.8
92,78,3.4
92,40,4.2
92,30,3.1
92,17,2.7
92,46,3.6
92,14,3.3
92,48,3.6
92,11,3.1
92,3,2.5
93,23,3.6
93,49,3.6
93,80,3.4
93,66,3.2
93,13,2.5
93,27,3.6
93,19,2.6
93,61,2.6
93,51,3.6
93,21,3.4
93,39,3.0
93,37,2.6
93,71,3.9
93,40,2.6
93,41,3.1
93,5,3.1
94,49,3.6
94,23,3.8
94,31,3.4
94,15,3.8
94,4,2.8
94,25,3.5
94,72,4.2
94,32,3.4
94,67,2.2
94,19,2.8
95,38,3.0
95,30,2.6
95,6,3.0
95,13,3.0
95,14,2.8
95,53,3.8
95,31,3.7
95,33,2.4
95,50,2.6
95,1,3.1
95,3,2.4
95,37,3.3
95,45,3.5
95,77,3.0
96,3,3.3
96,8,2.9
96,28,2.4
96,6,2.3
96,47,3.1
96,4,3.1
96,40,3.3
96,10,3.0
96,49,2.8
96,80,3.1
96,79,2.9
96,53,2.6
96,38,2.7
96,46,3.4
96,7,2.3
96,62,2.6
96,71,3.0
96,12,2.9
96,22,3.0
96,44,2.4
96,68,3.4
97,41,3.0
97,10,2.8
97,52,3.8
97,36,3.2
97,76,2.8
97,62,3.0
97,37,4.0
97,53,3.1
97,81,2.8
97,72,3.1
97,73,3.0
98,20,3.6
98,34,3.6
98,19,3.7
98,28,3.3
98,61,3.5
98,6,2.5
98,31,3.0
98,75,2.8
98,79,2.6
98,23,2.7
98,17,2.8
98,72,2.4
98,15,2.4
98,68,3.5
99,30,3.1
99,22,3.1
99,49,2.8
99,61,2.9
99,34,2.8
99,17,3.2
99,3,3.1
99,71,3.3
99,11,2.5
99,35,2.7
99,52,3.1
99,69,3.0
99,60,2.8
99,65,3.1
99,8,2.6
99,20,3.2
99,7,2.6
99,13,3.3
100,74,3.4
100,51,2.8
100,73,2.8
100,62,2.6
100,38,2.7
100,70,2.4
100,56,2.5
100,6,3.5
100,72,2.8
100,71,2.5
100,44,2.7
100,12,2.9
100,59,2.6
